/usr/java/bin/java -XX:MaxRAMPercentage=85.0 -cp /binary/ycsb/mongodb-binding/conf:/binary/ycsb/conf:/binary/ycsb/lib/jackson-core-asl-1.9.4.jar:/binary/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/binary/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/binary/ycsb/lib/HdrHistogram-2.1.4.jar:/binary/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/binary/ycsb/mongodb-binding/lib/logback-classic-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongo-java-driver-3.11.0.jar:/binary/ycsb/mongodb-binding/lib/mongodb-async-driver-2.0.1.jar:/binary/ycsb/mongodb-binding/lib/logback-core-1.1.2.jar:/binary/ycsb/mongodb-binding/lib/mongodb-binding-0.18.0-SNAPSHOT.jar:/binary/ycsb/mongodb-binding/lib/snappy-java-1.1.7.1.jar:/binary/ycsb/mongodb-binding/lib/slf4j-api-1.7.25.jar site.ycsb.Client -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
Command line: -db site.ycsb.db.MongoDbClient -s -p mongodb.url=mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary -p batchsize=1 -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 50 -p recordcount=500000000 -p operationcount=99000000 -target 7000 -p fieldcount=10 -p fieldlength=100 -p requestdistribution=hotspot -p hotspotdatafraction=0.013 -p hotspotopnfraction=0.95 -p insertorder=ordered -p readproportion=0.95 -p updateproportion=0.05 -p insertproportion=0.0 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/developer/results/ -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 1800 secs
2023-05-06 07:06:18:075 0 sec: 0 operations; est completion in 0 second 
07:06:18.185 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
07:06:18.185 [Thread-13] WARN  org.mongodb.driver.uri - Uri option 'j' has been deprecated, use 'journal' instead.
mongo client connection created with mongodb://benchant:BareRebel2022@mongodb-small-calibrati-shard-00-00.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-01.c2hd1.mongodb.net:27017,mongodb-small-calibrati-shard-00-02.c2hd1.mongodb.net:27017/?ssl=true&authSource=admin&replicaSet=atlas-kaysfi-shard-0&w=majority&j=true&readPreference=primary
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2023-05-06 07:06:28:060 10 sec: 67849 operations; 6784.9 current ops/sec; est completion in 4 hours 3 minutes [READ: Count=64449, Max=660991, Min=1170, Avg=2668.93, 90=3905, 99=9431, 99.9=45087, 99.99=656383] [UPDATE: Count=3418, Max=677887, Min=3124, Avg=7996.98, 90=13167, 99=31759, 99.9=47583, 99.99=677887] 
2023-05-06 07:15:48:060 570 sec: 3987842 operations; 6999.4 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66431, Max=70271, Min=1189, Avg=1893.13, 90=2481, 99=7827, 99.9=20543, 99.99=39199] [UPDATE: Count=3562, Max=62527, Min=3206, Avg=7910.49, 90=11911, 99=34271, 99.9=51263, 99.99=62527] 
2023-05-06 07:15:58:060 580 sec: 4057843 operations; 7000.1 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66480, Max=41855, Min=1175, Avg=1847.41, 90=2551, 99=5887, 99.9=13175, 99.99=21071] [UPDATE: Count=3527, Max=34879, Min=3258, Avg=6933.18, 90=10215, 99=17215, 99.9=26847, 99.99=34879] 
2023-05-06 07:16:08:060 590 sec: 4127843 operations; 7000 current ops/sec; est completion in 3 hours 46 minutes [READ: Count=66506, Max=43967, Min=1177, Avg=1866.63, 90=2561, 99=6527, 99.9=13823, 99.99=23711] [UPDATE: Count=3486, Max=31471, Min=3192, Avg=6847.46, 90=9575, 99=17455, 99.9=29631, 99.99=31471] 
2023-05-06 07:16:18:060 600 sec: 4197840 operations; 6999.7 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66557, Max=28927, Min=1183, Avg=1908.5, 90=2773, 99=6059, 99.9=12463, 99.99=20223] [UPDATE: Count=3444, Max=31167, Min=3198, Avg=7011.84, 90=9703, 99=17423, 99.9=25551, 99.99=31167] 
2023-05-06 07:16:28:060 610 sec: 4267840 operations; 7000 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66547, Max=24783, Min=1185, Avg=1850.45, 90=2607, 99=5719, 99.9=11287, 99.99=19663] [UPDATE: Count=3456, Max=24463, Min=3294, Avg=6749.85, 90=9439, 99=15759, 99.9=23295, 99.99=24463] 
2023-05-06 07:16:38:060 620 sec: 4337852 operations; 7001.2 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66435, Max=37631, Min=1181, Avg=1805.47, 90=2395, 99=5899, 99.9=14215, 99.99=24399] [UPDATE: Count=3569, Max=79103, Min=3222, Avg=6743.96, 90=9151, 99=25119, 99.9=49343, 99.99=79103] 
2023-05-06 07:16:48:060 630 sec: 4407847 operations; 6999.5 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66535, Max=43455, Min=1194, Avg=2084.45, 90=3131, 99=9295, 99.9=21039, 99.99=34175] [UPDATE: Count=3462, Max=55871, Min=3346, Avg=7587.36, 90=10695, 99=28591, 99.9=48319, 99.99=55871] 
2023-05-06 07:16:58:060 640 sec: 4477842 operations; 6999.5 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66515, Max=180991, Min=1172, Avg=3235.49, 90=6263, 99=19983, 99.9=68223, 99.99=113215] [UPDATE: Count=3481, Max=233471, Min=3434, Avg=13454.49, 90=22879, 99=83455, 99.9=187263, 99.99=233471] 
2023-05-06 07:17:08:060 650 sec: 4547846 operations; 7000.4 current ops/sec; est completion in 3 hours 45 minutes [READ: Count=66481, Max=37407, Min=1183, Avg=2183.78, 90=3449, 99=10367, 99.9=18303, 99.99=26687] [UPDATE: Count=3521, Max=63007, Min=3334, Avg=8350.23, 90=12871, 99=26975, 99.9=56703, 99.99=63007] 
2023-05-06 07:17:18:060 660 sec: 4617802 operations; 6995.6 current ops/sec; est completion in 3 hours 44 minutes [READ: Count=66450, Max=62751, Min=1192, Avg=2162, 90=3373, 99=10423, 99.9=19151, 99.99=29279] [UPDATE: Count=3510, Max=41055, Min=3384, Avg=7806.98, 90=11431, 99=22655, 99.9=30719, 99.99=41055] 
2023-05-06 07:17:28:060 670 sec: 4687831 operations; 7002.9 current ops/sec; est completion in 3 hours 44 minutes [READ: Count=66595, Max=159743, Min=1194, Avg=2763.24, 90=4939, 99=17151, 99.9=54847, 99.99=89727] [UPDATE: Count=3438, Max=158591, Min=3424, Avg=10723.47, 90=19231, 99=49791, 99.9=69631, 99.99=158591] 
2023-05-06 07:17:38:060 680 sec: 4757847 operations; 7001.6 current ops/sec; est completion in 3 hours 44 minutes [READ: Count=66553, Max=47583, Min=1187, Avg=2322.41, 90=3739, 99=12703, 99.9=22655, 99.99=32271] [UPDATE: Count=3456, Max=156543, Min=3546, Avg=9793.7, 90=15551, 99=39743, 99.9=149631, 99.99=156543] 
2023-05-06 07:17:48:060 690 sec: 4827849 operations; 7000.2 current ops/sec; est completion in 3 hours 44 minutes [READ: Count=66482, Max=47871, Min=1186, Avg=2110.01, 90=3195, 99=9983, 99.9=18111, 99.99=29551] [UPDATE: Count=3518, Max=34431, Min=3316, Avg=8295.2, 90=12951, 99=22975, 99.9=29519, 99.99=34431] 
2023-05-06 07:17:58:060 700 sec: 4897847 operations; 6999.8 current ops/sec; est completion in 3 hours 44 minutes [READ: Count=66482, Max=57663, Min=1200, Avg=2200.85, 90=3405, 99=11167, 99.9=23647, 99.99=35711] [UPDATE: Count=3521, Max=87743, Min=3462, Avg=8787.62, 90=13727, 99=31295, 99.9=60479, 99.99=87743] 
2023-05-06 07:18:08:060 710 sec: 4967845 operations; 6999.8 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66415, Max=41919, Min=1208, Avg=2145.19, 90=3281, 99=10543, 99.9=19183, 99.99=31007] [UPDATE: Count=3581, Max=42111, Min=3196, Avg=8912.74, 90=14471, 99=24671, 99.9=34911, 99.99=42111] 
2023-05-06 07:18:18:060 720 sec: 5037844 operations; 6999.9 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66448, Max=28063, Min=1183, Avg=1972.85, 90=2871, 99=7867, 99.9=15727, 99.99=23503] [UPDATE: Count=3552, Max=35039, Min=3348, Avg=7496.85, 90=11367, 99=18623, 99.9=25967, 99.99=35039] 
2023-05-06 07:18:28:060 730 sec: 5107847 operations; 7000.3 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66560, Max=36383, Min=1180, Avg=1778.08, 90=2375, 99=5323, 99.9=12383, 99.99=24783] [UPDATE: Count=3445, Max=31039, Min=3204, Avg=6478.62, 90=8911, 99=17263, 99.9=26367, 99.99=31039] 
2023-05-06 07:18:38:060 740 sec: 5177853 operations; 7000.6 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66558, Max=29919, Min=1193, Avg=1821.1, 90=2509, 99=5563, 99.9=12551, 99.99=20927] [UPDATE: Count=3443, Max=24671, Min=3218, Avg=6807.22, 90=9527, 99=16639, 99.9=22495, 99.99=24671] 
2023-05-06 07:18:48:060 750 sec: 5247842 operations; 6998.9 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66415, Max=32239, Min=1184, Avg=1886.23, 90=2697, 99=6035, 99.9=12799, 99.99=23855] [UPDATE: Count=3584, Max=37055, Min=3224, Avg=6881.13, 90=9655, 99=16575, 99.9=32175, 99.99=37055] 
2023-05-06 07:18:58:060 760 sec: 5317850 operations; 7000.8 current ops/sec; est completion in 3 hours 43 minutes [READ: Count=66488, Max=171775, Min=1188, Avg=2583.99, 90=4515, 99=12895, 99.9=66303, 99.99=113599] [UPDATE: Count=3517, Max=211583, Min=3062, Avg=10012.87, 90=16399, 99=80127, 99.9=158463, 99.99=211583] 
2023-05-06 07:19:08:060 770 sec: 5387845 operations; 6999.5 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66400, Max=45503, Min=1193, Avg=2638.95, 90=4931, 99=14615, 99.9=26015, 99.99=37535] [UPDATE: Count=3593, Max=48799, Min=3246, Avg=9811.75, 90=17183, 99=32031, 99.9=39967, 99.99=48799] 
2023-05-06 07:19:18:060 780 sec: 5457848 operations; 7000.3 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66472, Max=41983, Min=1170, Avg=2193.85, 90=3477, 99=10335, 99.9=19855, 99.99=29391] [UPDATE: Count=3532, Max=79615, Min=3220, Avg=8027.88, 90=11687, 99=30223, 99.9=63263, 99.99=79615] 
2023-05-06 07:19:28:060 790 sec: 5527846 operations; 6999.8 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66547, Max=77695, Min=1200, Avg=2426.62, 90=3975, 99=13631, 99.9=27151, 99.99=39551] [UPDATE: Count=3447, Max=89535, Min=3156, Avg=9319.24, 90=15271, 99=43423, 99.9=59743, 99.99=89535] 
2023-05-06 07:19:38:060 800 sec: 5597847 operations; 7000.1 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66504, Max=52319, Min=1199, Avg=2198.73, 90=3429, 99=10775, 99.9=22431, 99.99=33759] [UPDATE: Count=3496, Max=48351, Min=3526, Avg=7863.84, 90=11871, 99=23695, 99.9=43391, 99.99=48351] 
2023-05-06 07:19:48:060 810 sec: 5667788 operations; 6994.1 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66478, Max=43519, Min=1177, Avg=2283.57, 90=3643, 99=12143, 99.9=22591, 99.99=34559] [UPDATE: Count=3467, Max=57759, Min=3250, Avg=8559.85, 90=14143, 99=29615, 99.9=39199, 99.99=57759] 
2023-05-06 07:19:58:060 820 sec: 5737816 operations; 7002.8 current ops/sec; est completion in 3 hours 42 minutes [READ: Count=66487, Max=102591, Min=1189, Avg=2568.9, 90=4135, 99=17087, 99.9=39295, 99.99=63615] [UPDATE: Count=3545, Max=84991, Min=3584, Avg=10354.58, 90=18511, 99=44511, 99.9=63679, 99.99=84991] 
2023-05-06 07:20:08:060 830 sec: 5807834 operations; 7001.8 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66501, Max=54367, Min=1179, Avg=2121.88, 90=3255, 99=9879, 99.9=19839, 99.99=32239] [UPDATE: Count=3515, Max=53855, Min=3322, Avg=8442.92, 90=13159, 99=24479, 99.9=48735, 99.99=53855] 
2023-05-06 07:20:18:060 840 sec: 5877834 operations; 7000 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66417, Max=45407, Min=1201, Avg=2201.74, 90=3489, 99=10687, 99.9=20159, 99.99=32831] [UPDATE: Count=3581, Max=70783, Min=3000, Avg=8700.59, 90=14271, 99=23231, 99.9=33279, 99.99=70783] 
2023-05-06 07:20:28:060 850 sec: 5947837 operations; 7000.3 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66537, Max=48703, Min=1199, Avg=2096.14, 90=3125, 99=9887, 99.9=19199, 99.99=29663] [UPDATE: Count=3464, Max=73535, Min=3376, Avg=8212.38, 90=12135, 99=27343, 99.9=63167, 99.99=73535] 
2023-05-06 07:20:38:060 860 sec: 6017848 operations; 7001.1 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66475, Max=42847, Min=1171, Avg=1965, 90=2675, 99=9135, 99.9=16927, 99.99=24895] [UPDATE: Count=3539, Max=72959, Min=3298, Avg=7844.33, 90=11927, 99=27439, 99.9=55935, 99.99=72959] 
2023-05-06 07:20:48:060 870 sec: 6087847 operations; 6999.9 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66622, Max=34079, Min=1189, Avg=1716.86, 90=2235, 99=4431, 99.9=10415, 99.99=19167] [UPDATE: Count=3372, Max=32175, Min=3250, Avg=6259.3, 90=8343, 99=15583, 99.9=29423, 99.99=32175] 
2023-05-06 07:20:58:060 880 sec: 6157844 operations; 6999.7 current ops/sec; est completion in 3 hours 41 minutes [READ: Count=66560, Max=27231, Min=1178, Avg=1743.03, 90=2281, 99=4843, 99.9=11519, 99.99=19391] [UPDATE: Count=3437, Max=26319, Min=3240, Avg=6356.97, 90=8471, 99=15663, 99.9=25455, 99.99=26319] 
2023-05-06 07:21:08:060 890 sec: 6227839 operations; 6999.5 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66535, Max=34591, Min=1182, Avg=1917.29, 90=2741, 99=6927, 99.9=13647, 99.99=23231] [UPDATE: Count=3456, Max=32863, Min=3430, Avg=7264.06, 90=10671, 99=18799, 99.9=29071, 99.99=32863] 
2023-05-06 07:21:18:060 900 sec: 6297847 operations; 7000.8 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66569, Max=27663, Min=1201, Avg=1940.62, 90=2843, 99=6859, 99.9=14095, 99.99=22319] [UPDATE: Count=3443, Max=53983, Min=3236, Avg=7288.16, 90=10367, 99=17935, 99.9=31903, 99.99=53983] 
2023-05-06 07:21:28:060 910 sec: 6367844 operations; 6999.7 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66424, Max=60351, Min=1173, Avg=2107.86, 90=3065, 99=10535, 99.9=25743, 99.99=42591] [UPDATE: Count=3574, Max=54527, Min=3472, Avg=8150.77, 90=11863, 99=33023, 99.9=48383, 99.99=54527] 
2023-05-06 07:21:38:060 920 sec: 6437848 operations; 7000.4 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66497, Max=31535, Min=1181, Avg=2008.34, 90=3047, 99=7351, 99.9=14775, 99.99=23055] [UPDATE: Count=3506, Max=33727, Min=3232, Avg=7199.18, 90=10135, 99=19247, 99.9=28879, 99.99=33727] 
2023-05-06 07:21:48:060 930 sec: 6507847 operations; 6999.9 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66525, Max=81983, Min=1175, Avg=2268.68, 90=3695, 99=10863, 99.9=19999, 99.99=29839] [UPDATE: Count=3478, Max=56159, Min=3558, Avg=8298.47, 90=12895, 99=27247, 99.9=49343, 99.99=56159] 
2023-05-06 07:21:58:060 940 sec: 6577845 operations; 6999.8 current ops/sec; est completion in 3 hours 40 minutes [READ: Count=66426, Max=72703, Min=1200, Avg=2305.15, 90=3745, 99=11671, 99.9=22927, 99.99=35743] [UPDATE: Count=3574, Max=86079, Min=3374, Avg=8377.99, 90=13135, 99=28495, 99.9=52511, 99.99=86079] 
2023-05-06 07:22:08:060 950 sec: 6647847 operations; 7000.2 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66497, Max=38175, Min=1178, Avg=2274.85, 90=3685, 99=11375, 99.9=21007, 99.99=29631] [UPDATE: Count=3503, Max=42239, Min=3278, Avg=8397.37, 90=13359, 99=23823, 99.9=34015, 99.99=42239] 
2023-05-06 07:22:18:060 960 sec: 6717846 operations; 6999.9 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66506, Max=78143, Min=1202, Avg=2336.65, 90=3753, 99=12279, 99.9=25311, 99.99=66367] [UPDATE: Count=3485, Max=103551, Min=3476, Avg=9458.5, 90=15439, 99=46751, 99.9=87231, 99.99=103551] 
2023-05-06 07:22:28:060 970 sec: 6787831 operations; 6998.5 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66428, Max=104639, Min=1195, Avg=2607.19, 90=4295, 99=16671, 99.9=45183, 99.99=74111] [UPDATE: Count=3560, Max=178175, Min=3220, Avg=11914.94, 90=20831, 99=72255, 99.9=168959, 99.99=178175] 
2023-05-06 07:22:38:060 980 sec: 6857834 operations; 7000.3 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66528, Max=34943, Min=1191, Avg=2130.21, 90=3305, 99=9599, 99.9=18159, 99.99=29855] [UPDATE: Count=3475, Max=34751, Min=3342, Avg=8081.48, 90=12519, 99=21679, 99.9=28831, 99.99=34751] 
2023-05-06 07:22:48:060 990 sec: 6927846 operations; 7001.2 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66510, Max=53727, Min=1181, Avg=2153.42, 90=3225, 99=11007, 99.9=24079, 99.99=36319] [UPDATE: Count=3503, Max=88639, Min=3420, Avg=9245.76, 90=14583, 99=48031, 99.9=78399, 99.99=88639] 
2023-05-06 07:22:58:060 1000 sec: 6997849 operations; 7000.3 current ops/sec; est completion in 3 hours 39 minutes [READ: Count=66452, Max=37567, Min=1207, Avg=2131.13, 90=3225, 99=10223, 99.9=19247, 99.99=28943] [UPDATE: Count=3550, Max=43007, Min=3324, Avg=8374.71, 90=13191, 99=24271, 99.9=35743, 99.99=43007] 
2023-05-06 07:23:08:060 1010 sec: 7067851 operations; 7000.2 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66415, Max=30335, Min=1178, Avg=1908.85, 90=2659, 99=7155, 99.9=15415, 99.99=24895] [UPDATE: Count=3588, Max=33695, Min=3442, Avg=7467.77, 90=11327, 99=20815, 99.9=31055, 99.99=33695] 
2023-05-06 07:23:18:060 1020 sec: 7137851 operations; 7000 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66530, Max=30783, Min=1181, Avg=1699.06, 90=2165, 99=4495, 99.9=10399, 99.99=19167] [UPDATE: Count=3472, Max=40991, Min=3164, Avg=6319.72, 90=8447, 99=18287, 99.9=34207, 99.99=40991] 
2023-05-06 07:23:28:060 1030 sec: 7207844 operations; 6999.3 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66494, Max=34271, Min=1188, Avg=1992.21, 90=2993, 99=7291, 99.9=13775, 99.99=24623] [UPDATE: Count=3503, Max=34239, Min=3430, Avg=7724.77, 90=11375, 99=19887, 99.9=27007, 99.99=34239] 
2023-05-06 07:23:38:060 1040 sec: 7277848 operations; 7000.4 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66508, Max=28175, Min=1176, Avg=1900.31, 90=2787, 99=6099, 99.9=11663, 99.99=19375] [UPDATE: Count=3494, Max=35135, Min=3188, Avg=6924.33, 90=9743, 99=15559, 99.9=30527, 99.99=35135] 
2023-05-06 07:23:48:060 1050 sec: 7347848 operations; 7000 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66485, Max=43871, Min=1165, Avg=1934.65, 90=2789, 99=6783, 99.9=16719, 99.99=27295] [UPDATE: Count=3512, Max=39199, Min=3452, Avg=6966.71, 90=9951, 99=19103, 99.9=31615, 99.99=39199] 
2023-05-06 07:23:58:060 1060 sec: 7417844 operations; 6999.6 current ops/sec; est completion in 3 hours 38 minutes [READ: Count=66564, Max=59263, Min=1163, Avg=1846.05, 90=2439, 99=6803, 99.9=17055, 99.99=30095] [UPDATE: Count=3429, Max=66559, Min=3068, Avg=7144.13, 90=10103, 99=29487, 99.9=52383, 99.99=66559] 
2023-05-06 07:24:08:060 1070 sec: 7487843 operations; 6999.9 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66522, Max=49855, Min=1179, Avg=2219.5, 90=3613, 99=9919, 99.9=18495, 99.99=25391] [UPDATE: Count=3485, Max=44095, Min=3588, Avg=7900.55, 90=11751, 99=22863, 99.9=37087, 99.99=44095] 
2023-05-06 07:24:18:060 1080 sec: 7557848 operations; 7000.5 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66530, Max=30671, Min=1192, Avg=2167.41, 90=3447, 99=9871, 99.9=17599, 99.99=27263] [UPDATE: Count=3470, Max=47775, Min=3360, Avg=7920.23, 90=11975, 99=25647, 99.9=45119, 99.99=47775] 
2023-05-06 07:24:28:060 1090 sec: 7627841 operations; 6999.3 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66508, Max=44191, Min=1181, Avg=2473.16, 90=4347, 99=12887, 99.9=24495, 99.99=37631] [UPDATE: Count=3488, Max=52255, Min=3372, Avg=9091.95, 90=15055, 99=29839, 99.9=45983, 99.99=52255] 
2023-05-06 07:24:38:060 1100 sec: 7697845 operations; 7000.4 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66535, Max=326911, Min=1208, Avg=3828.89, 90=7599, 99=23935, 99.9=98559, 99.99=283135] [UPDATE: Count=3470, Max=347903, Min=3316, Avg=17030.58, 90=30159, 99=101567, 99.9=328959, 99.99=347903] 
2023-05-06 07:24:48:060 1110 sec: 7767827 operations; 6998.2 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66450, Max=58879, Min=1192, Avg=2412.84, 90=4043, 99=13119, 99.9=24639, 99.99=38143] [UPDATE: Count=3537, Max=41983, Min=3428, Avg=8679.95, 90=14791, 99=27279, 99.9=37311, 99.99=41983] 
2023-05-06 07:24:58:060 1120 sec: 7837845 operations; 7001.8 current ops/sec; est completion in 3 hours 37 minutes [READ: Count=66497, Max=53215, Min=1208, Avg=2251.55, 90=3647, 99=11111, 99.9=18991, 99.99=27343] [UPDATE: Count=3514, Max=40095, Min=3208, Avg=8139.94, 90=12575, 99=21887, 99.9=29631, 99.99=40095] 
2023-05-06 07:25:08:060 1130 sec: 7907848 operations; 7000.3 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66579, Max=39807, Min=1189, Avg=2183.21, 90=3373, 99=10527, 99.9=21503, 99.99=33631] [UPDATE: Count=3416, Max=82815, Min=3348, Avg=8798.34, 90=13791, 99=31343, 99.9=73919, 99.99=82815] 
2023-05-06 07:25:18:060 1140 sec: 7977850 operations; 7000.2 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66451, Max=72319, Min=1199, Avg=2464.46, 90=4155, 99=14719, 99.9=30063, 99.99=50079] [UPDATE: Count=3557, Max=203391, Min=3432, Avg=11370.2, 90=18543, 99=57183, 99.9=191231, 99.99=203391] 
2023-05-06 07:25:28:060 1150 sec: 8047847 operations; 6999.7 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66437, Max=49023, Min=1183, Avg=2180.69, 90=3407, 99=10703, 99.9=19119, 99.99=30751] [UPDATE: Count=3560, Max=63775, Min=3308, Avg=9418.48, 90=15327, 99=37983, 99.9=50591, 99.99=63775] 
2023-05-06 07:25:38:060 1160 sec: 8117850 operations; 7000.3 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66513, Max=35551, Min=1192, Avg=1986.84, 90=2845, 99=8479, 99.9=16231, 99.99=27679] [UPDATE: Count=3495, Max=38559, Min=3376, Avg=7852.22, 90=12127, 99=25231, 99.9=36031, 99.99=38559] 
2023-05-06 07:25:48:060 1170 sec: 8187843 operations; 6999.3 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66595, Max=28431, Min=1185, Avg=1806.83, 90=2431, 99=5687, 99.9=12839, 99.99=19791] [UPDATE: Count=3394, Max=45919, Min=3158, Avg=6705.97, 90=9255, 99=17679, 99.9=27039, 99.99=45919] 
2023-05-06 07:25:58:060 1180 sec: 8257848 operations; 7000.5 current ops/sec; est completion in 3 hours 36 minutes [READ: Count=66498, Max=47551, Min=1195, Avg=1958.05, 90=2911, 99=6475, 99.9=13199, 99.99=26127] [UPDATE: Count=3506, Max=29135, Min=3478, Avg=7202.92, 90=10039, 99=16719, 99.9=23039, 99.99=29135] 
2023-05-06 07:26:08:060 1190 sec: 8327846 operations; 6999.8 current ops/sec; est completion in 3 hours 35 minutes [READ: Count=66527, Max=36991, Min=1196, Avg=1921.28, 90=2661, 99=7487, 99.9=14207, 99.99=27103] [UPDATE: Count=3474, Max=56223, Min=3174, Avg=7434.99, 90=11279, 99=22703, 99.9=51103, 99.99=56223] 
2023-05-06 07:26:18:060 1200 sec: 8397847 operations; 7000.1 current ops/sec; est completion in 3 hours 35 minutes [READ: Count=66606, Max=60735, Min=1204, Avg=2528.6, 90=4399, 99=13503, 99.9=26863, 99.99=38943] [UPDATE: Count=3399, Max=92735, Min=3670, Avg=10140.85, 90=15927, 99=42879, 99.9=66303, 99.99=92735] 
2023-05-06 07:26:28:060 1210 sec: 8467825 operations; 6997.8 current ops/sec; est completion in 3 hours 35 minutes [READ: Count=66518, Max=45087, Min=1175, Avg=2321.31, 90=3949, 99=10823, 99.9=18079, 99.99=28095] [UPDATE: Count=3455, Max=54879, Min=3236, Avg=9017.18, 90=13879, 99=21983, 99.9=30751, 99.99=54879] 
2023-05-06 07:26:38:060 1220 sec: 8537824 operations; 6999.9 current ops/sec; est completion in 3 hours 35 minutes [READ: Count=66473, Max=57023, Min=1186, Avg=2747.88, 90=5375, 99=13959, 99.9=24191, 99.99=35935] [UPDATE: Count=3528, Max=60959, Min=3074, Avg=10329.45, 90=16703, 99=30015, 99.9=50271, 99.99=60959] 
